出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","111","3","2880","華南金","39175888.00","237906375.00","97771173.00","368439839.00","728604748.00","--","1949350.00","51240432.00","167190.00","--","--","2012538749.00","6814776.00","359216.00","--","16177005.00","12182614.00","32693833.00","2132752.00","937271.00","4183566.00","5655078.00","3618929855.00","232416325.00","0.00","8566147.00","--","65869383.00","20736649.00","58442279.00","2888833.00","--","2850493141.00","81093184.00","2382000.00","--","25121973.00","61338546.00","2189791.00","6147821.00","23419029.00","3441105101.00","136427459.00","17758986.00","45086501.00","-21450320.00","--","--","177822626.00","2128.00","177824754.00","--","0.00","0.00","13.03"
"114/10/28","111","3","2881","富邦金","286678955.00","403144781.00","1441170683.00","993789312.00","3428987355.00","18286026.00","128936527.00","232789775.00","2094486.00","328507.00","--","2617586780.00","48698278.00","54931115.00","--","481798406.00","303165485.00","65216025.00","10159243.00","33768312.00","85233562.00","85567825.00","10722331438.00","178866817.00","0.00","200864835.00","22669172.00","132336074.00","52607660.00","161472416.00","7248788.00","--","3642823384.00","259508764.00","6198470.00","--","4734106782.00","592118510.00","21832671.00","43425926.00","93124459.00","10149204728.00","139952026.00","168792297.00","517278958.00","-273967761.00","0.00","--","552055520.00","21071190.00","573126710.00","0.00","0.00","0.00","39.45"
"114/10/28","111","3","2882","國泰金","192327910.00","350548777.00","1658155436.00","1724764282.00","3584483630.00","41599.00","34356746.00","209371204.00","4781029.00","0.00","--","2463678060.00","16186229.00","35522488.00","--","662130009.00","445671734.00","98034583.00","4408324.00","52067009.00","170580662.00","182517752.00","11889627463.00","95969588.00","0.00","348140012.00","5847890.00","40798812.00","72100000.00","72634921.00","4600241.00","--","3118068568.00","132000000.00","7579500.00","--","6860788001.00","703058049.00","18822216.00","76543304.00","26033679.00","11582984781.00","147025102.00","177122144.00","478102541.00","-507371343.00","0.00","0.00","294878444.00","11764238.00","306642682.00","--","0.00","0.00","20.06"
"114/10/28","111","3","2883","凱基金","92998549.00","41661932.00","495363470.00","370726398.00","1542944277.00","3245606.00","35813731.00","149613302.00","165906.00","--","--","436049671.00","892892.00","19426104.00","--","161971241.00","58064651.00","34322144.00","12496504.00","18504785.00","30533844.00","123992004.00","3628787011.00","20603664.00","0.00","140385841.00","542234.00","124512484.00","18313680.00","124078749.00","635241.00","--","500779177.00","91893333.00","28638354.00","--","2122031984.00","197411965.00","4486705.00","19424028.00","66608913.00","3460346352.00","184282310.00","33569727.00","67354645.00","-117102696.00","0.00","--","168103986.00","336673.00","168440659.00","1155000.00","0.00","0.00","9.12"
"114/10/28","111","3","2884","玉山金","93912349.00","161813101.00","434783209.00","341207507.00","338466333.00","--","0.00","129843180.00","13839.00","--","--","1917409827.00","--","--","--","7570802.00","1865555.00","34325004.00","6803532.00","6109298.00","3394544.00","14145891.00","3491663971.00","90006586.00","0.00","127118868.00","--","17319141.00","2958901.00","39906059.00","1677663.00","--","2853838785.00","41550000.00","2505974.00","--","1109734.00","118299541.00","3912707.00","1782817.00","4099403.00","3306086179.00","142751000.00","26070164.00","29287104.00","-12684117.00","--","--","185424151.00","153641.00","185577792.00","--","0.00","0.00","12.99"
"114/10/28","111","3","2885","元大金","60294624.00","76666674.00","414256858.00","346735208.00","554126585.00","--","66478059.00","220414092.00","2606141.00","86904.00","--","946141993.00","1346861.00","3162476.00","4922497.00","114598708.00","10113070.00","24778540.00","11411894.00","30922700.00","7396816.00","82165077.00","2978625777.00","23995120.00","0.00","146756528.00","--","202432542.00","57000388.00","170854421.00","3668590.00","--","1386415534.00","87136022.00","50320211.00","--","364442552.00","137693239.00","4552731.00","6378068.00","68716832.00","2710362778.00","125015590.00","37928633.00","99027238.00","-13363064.00","--","--","248608397.00","19654602.00","268262999.00","0.00","0.00","0.00","19.89"
"114/10/28","111","3","2886","兆豐金","91199206.00","582397186.00","212756014.00","552306947.00","561517687.00","--","1135046.00","126767327.00","330003.00","28193.00","--","2140936314.00","13544208.00","4906111.00","--","7267769.00","1464710.00","21690808.00","1970967.00","1266605.00","8683775.00","5708075.00","4335876951.00","540856015.00","18980222.00","23051779.00","--","295225274.00","23170095.00","94085721.00","11208070.00","--","2904418752.00","7500000.00","15838000.00","--","37958427.00","21083370.00","2036691.00","2384325.00","45302026.00","4043098767.00","139398196.00","68194233.00","102880021.00","-17694266.00","0.00","0.00","292778184.00","0.00","292778184.00","--","0.00","0.00","21.00"
"114/10/28","111","3","2887","台新新光金","34438618.00","96773180.00","202763049.00","147186403.00","556695496.00","--","9848528.00","160401991.00","101579.00","--","--","1432082968.00","470713.00","339420.00","--","34411718.00","2846087.00","22317604.00","2321804.00","3466048.00","7685319.00","31243663.00","2745394188.00","24916693.00","0.00","96902350.00","--","103903403.00","18798911.00","38242012.00","1467803.00","--","1821583867.00","74788863.00","12868085.00","--","222167871.00","120275056.00","2422368.00","1786661.00","11715356.00","2551839299.00","130741476.00","38197778.00","34368010.00","-9777862.00","--","--","193529402.00","25487.00","193554889.00","--","0.00","0.00","14.80"
"114/10/28","111","3","2889","國票金","3271945.00","68.00","175183030.00","116300652.00","--","--","49856.00","28976131.00","44.00","--","--","--","--","5860197.00","--","17504833.00","127458.00","7422870.00","162767.00","253954.00","714921.00","4613980.00","360442706.00","--","30008954.00","2981084.00","--","237499359.00","20206554.00","14550861.00","389446.00","--","--","--","--","--","1964350.00","10274264.00","160028.00","27559.00","4373213.00","322435672.00","31473840.00","208319.00","4273781.00","-3238159.00","0.00","--","32717781.00","5289253.00","38007034.00","0.00","0.00","0.00","10.40"
"114/10/28","111","3","2890","永豐金","71433745.00","203044708.00","132875452.00","309740640.00","224577958.00","--","59279809.00","99578470.00","233743.00","--","--","1298234416.00","--","978700.00","--","44386677.00","2408284.00","13332071.00","3816706.00","2292783.00","2171831.00","37534222.00","2505920215.00","97112923.00","0.00","72467147.00","--","76118010.00","36460117.00","55083485.00","1583641.00","--","1843756686.00","71688291.00","8366046.00","18437.00","3475319.00","68685369.00","3294607.00","1686956.00","18425600.00","2358222634.00","113837646.00","2228781.00","49002860.00","-17371706.00","--","--","147697581.00","0.00","147697581.00","--","0.00","0.00","12.97"
"114/10/28","111","3","2891","中信金","118117607.00","491218619.00","615647525.00","524317104.00","2053182089.00","3800.00","20105535.00","234046600.00","1215489.00","--","--","3124816846.00","3857118.00","18128228.00","--","158042715.00","94581919.00","48908115.00","17669318.00","38707986.00","21430535.00","71285715.00","7655282863.00","68718538.00","29573196.00","138584624.00","408993.00","167721785.00","31557415.00","94509251.00","2258047.00","--","4475839470.00","134552293.00","--","--","1909336492.00","201086617.00","17076809.00","5189011.00","27584909.00","7303997450.00","199969796.00","58706929.00","183797727.00","-112794569.00","--","--","329679883.00","21605530.00","351285413.00","0.00","0.00","0.00","16.49"
"114/10/28","111","3","2892","第一金","42935792.00","310338930.00","219550210.00","319030339.00","746545385.00","--","3300000.00","47427812.00","1219162.00","--","--","2263757550.00","58338.00","3045958.00","--","17959508.00","12119824.00","27350470.00","2348026.00","902882.00","4269454.00","6247377.00","4028407017.00","310762806.00","714240.00","25345240.00","--","23704935.00","23262896.00","46635353.00","4190716.00","--","3129585888.00","61850000.00","3800000.00","--","71389807.00","81978083.00","2183154.00","7043203.00","18544898.00","3810991219.00","132234423.00","26107218.00","55995800.00","3078357.00","--","--","217415798.00","0.00","217415798.00","0.00","0.00","0.00","16.44"
"114/10/28","111","3","5880","合庫金","79940937.00","364032864.00","120638947.00","484294234.00","643934325.00","--","1625564.00","47698870.00","3573006.00","--","--","2577250564.00","232689.00","141411.00","--","100592399.00","11090599.00","33081386.00","1608933.00","4151058.00","3335831.00","3661824.00","4480885441.00","282061882.00","0.00","4838716.00","--","66828349.00","22686450.00","61888581.00","512660.00","--","3602627573.00","82950000.00","12392788.00","--","34126805.00","93401833.00","1591748.00","7055154.00","1241697.00","4274204236.00","140089354.00","57977016.00","33335365.00","-29709825.00","--","--","201691910.00","4989295.00","206681205.00","--","0.00","0.00","14.40"
